date,amount,category,subcategory,description,payment_mode
2026-05-09 20:43:43,36.91,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-17 08:23:07,4364.67,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-04-14 17:27:30,359.99,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2026-06-15 14:53:09,480.07,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-01-13 15:43:41,102.65,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-11-16 16:05:27,1508.49,Education,Exam Registration,Paid for exam registration,Debit Card
2026-03-18 15:32:08,117.47,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2025-11-18 14:17:36,659.3,Food,Restaurant,Paid for restaurant,UPI
2026-04-14 10:20:20,113.34,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-09-03 16:46:07,299,Recharge,Mobile Data,Paid for mobile data,Cash
2026-06-13 08:05:48,224.2,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-02-18 19:30:15,52.55,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-04-23 20:51:22,372.16,Food,Zomato/Swiggy,Biryani order,Credit Card
2026-03-17 21:25:33,42.08,Travel,Metro Fare,Paid for metro fare,Cash
2026-04-02 14:29:58,839,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-02-25 16:18:30,199,Recharge,Mobile Data,Paid for mobile data,UPI
2026-04-03 19:12:57,76.53,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-01-28 15:56:51,24.44,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-06-22 22:46:22,570.8,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Credit Card
2025-11-22 19:17:05,167.64,Food,Groceries,Paid for groceries,UPI
2026-01-29 09:49:26,274.76,Food,Zomato/Swiggy,Pizza party,UPI
2026-04-26 08:16:33,23.46,Travel,Auto/E-Rickshaw,Auto to college,UPI
2026-06-19 21:50:35,2005.87,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2025-10-07 18:58:01,565.76,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-10-10 21:51:40,49.93,Travel,Auto/E-Rickshaw,Auto to college,UPI
2025-11-29 17:34:37,719,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-05-04 20:09:33,21.53,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-05-07 10:10:59,2253.68,Shopping,Clothes,Paid for clothes,Debit Card
2025-09-06 09:18:22,636.53,Food,Restaurant,Paid for restaurant,UPI
2025-11-16 23:46:35,9412.59,Shopping,Electronics,Paid for electronics,Credit Card
2026-03-28 14:04:53,497.02,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-06-16 21:17:21,256.41,Food,Zomato/Swiggy,Late night dessert,UPI
2026-06-29 10:52:52,576.89,Other,Laundry Services,Paid for laundry services,UPI
2026-05-04 11:31:51,500,Medical,Doctor Consultation,Paid for doctor consultation,Credit Card
2025-09-18 23:18:34,666,Recharge,Mobile Data,Paid for mobile data,Credit Card
2025-10-12 17:06:24,221.12,Food,Zomato/Swiggy,Late night dessert,Credit Card
2025-10-16 08:51:58,27.16,Travel,Metro Fare,Paid for metro fare,UPI
2026-03-01 11:53:33,199,Recharge,Mobile Data,Paid for mobile data,UPI
2026-01-30 18:49:22,525.96,Food,Restaurant,Paid for restaurant,Cash
2025-10-27 23:22:57,37.81,Travel,Metro Fare,Paid for metro fare,UPI
2026-04-30 16:46:27,424.72,Food,Zomato/Swiggy,Late night dessert,UPI
2026-03-31 21:14:19,20.83,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-04-07 14:01:13,417.73,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-02-26 08:44:07,1166.53,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-05-31 09:33:26,76.75,Food,Groceries,Paid for groceries,UPI
2026-05-28 09:45:50,299,Recharge,Mobile Data,Paid for mobile data,UPI
2026-05-22 14:50:09,372.92,Food,Zomato/Swiggy,Late night dessert,UPI
2026-06-03 23:39:28,23.32,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-03-23 14:11:35,167.06,Food,Groceries,Paid for groceries,UPI
2025-11-10 08:10:08,4937.96,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-03-26 23:43:51,263.75,Travel,Uber/Ola Cab,Paid for uber/ola cab,Credit Card
2026-03-28 09:36:54,23.29,Travel,Metro Fare,Paid for metro fare,UPI
2025-09-16 22:30:14,57.0,Travel,Metro Fare,Paid for metro fare,Cash
2026-01-05 10:33:46,4088.07,Education,Online Course,Paid for online course,Credit Card
2026-04-20 19:30:39,118.75,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-03-11 13:57:08,15.51,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-04-16 11:59:52,26.0,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2025-12-27 15:45:01,437.7,Entertainment,Movie Ticket,Popcorn and ticket,Cash
2026-01-27 18:23:55,51.58,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-02-03 18:04:22,250.96,Food,Zomato/Swiggy,Biryani order,Debit Card
2026-04-23 16:47:36,5468.51,Shopping,Electronics,Paid for electronics,Credit Card
2026-06-27 08:53:17,207.32,Food,Groceries,Paid for groceries,UPI
2026-03-14 11:46:32,778.59,Food,Restaurant,Paid for restaurant,Debit Card
2026-06-05 15:07:46,506.04,Food,Restaurant,Paid for restaurant,UPI
2026-02-07 10:25:57,87.32,Medical,First Aid,Paid for first aid,Cash
2026-06-23 17:27:46,772.67,Food,Restaurant,Paid for restaurant,UPI
2026-01-08 13:43:49,615.11,Shopping,Clothes,Paid for clothes,Credit Card
2025-12-18 10:58:11,719,Recharge,Mobile Data,Paid for mobile data,UPI
2025-10-10 19:55:39,1897.78,Shopping,Footwear,Paid for footwear,Debit Card
2025-11-04 10:57:54,29.44,Travel,Metro Fare,Paid for metro fare,UPI
2026-02-18 12:19:41,1321.22,Medical,First Aid,Paid for first aid,UPI
2025-11-11 17:40:19,646.96,Food,Restaurant,Paid for restaurant,Credit Card
2026-02-27 22:50:20,231.27,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2025-11-25 19:18:43,2399.43,Shopping,Clothes,Paid for clothes,Debit Card
2026-04-27 11:01:25,40.55,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-28 20:08:24,436.88,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-02-10 09:23:00,499,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2026-05-31 15:54:54,254.39,Entertainment,Movie Ticket,IMAX show,Debit Card
2025-11-04 10:58:11,32.34,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-12-04 22:02:58,408.5,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2026-04-15 17:38:23,31.28,Travel,Metro Fare,Paid for metro fare,Cash
2025-10-09 16:19:17,266.3,Shopping,Toiletries,Paid for toiletries,UPI
2026-05-28 14:53:44,38.76,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-03-13 19:18:36,299,Recharge,Mobile Data,Paid for mobile data,UPI
2026-05-29 09:27:57,660.35,Food,Restaurant,Paid for restaurant,Credit Card
2025-12-30 15:29:30,3881.5,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-03-12 16:09:33,53.23,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-13 13:21:52,448.66,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-01-24 22:18:54,1740.3,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-02-03 10:54:11,224.53,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2025-11-30 18:40:12,594.23,Food,Restaurant,Paid for restaurant,Debit Card
2026-02-08 22:57:25,28.33,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-04-19 23:17:16,433.6,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-03-23 08:48:26,60.64,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-12-09 19:34:50,54.98,Travel,Metro Fare,Paid for metro fare,Cash
2025-09-26 16:27:13,422.17,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-02-14 17:21:55,61.23,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2026-01-06 11:49:27,499,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-02-17 15:56:59,268.93,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2026-05-20 12:33:33,71.11,Food,Groceries,Paid for groceries,UPI
2025-10-29 21:43:03,69.67,Food,Groceries,Paid for groceries,Cash
2026-04-01 09:56:13,34.4,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-04-29 21:31:37,842.56,Other,Laundry Services,Paid for laundry services,UPI
2026-05-02 11:15:25,715.08,Food,Restaurant,Paid for restaurant,UPI
2026-06-24 08:41:06,667.58,Food,Restaurant,Paid for restaurant,Debit Card
2026-04-05 12:26:47,572.21,Other,Laundry Services,Paid for laundry services,UPI
2026-03-20 23:55:59,403.37,Food,Zomato/Swiggy,Late night dessert,UPI
2026-05-18 08:53:02,39.03,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-01-19 21:57:48,2475.66,Shopping,Footwear,Paid for footwear,Debit Card
2025-10-10 16:12:31,3817.52,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-06-17 12:22:35,50.52,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-05-27 08:34:55,23.18,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-11-18 13:51:36,435.49,Travel,Uber/Ola Cab,Paid for uber/ola cab,Cash
2026-02-28 19:17:40,9572.34,Shopping,Electronics,Paid for electronics,Debit Card
2026-02-24 12:30:24,215.34,Education,Stationery,Paid for stationery,UPI
2026-04-30 21:49:23,59.29,Food,Groceries,Paid for groceries,UPI
2026-03-14 21:12:33,5203.08,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-01-03 19:43:15,332.22,Food,Zomato/Swiggy,Late night dessert,UPI
2026-04-14 09:36:21,95.47,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-11-08 13:08:08,38.52,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2025-11-21 10:37:43,35.13,Snacks,Tea/Coffee,Chai & biscuits,UPI
2025-10-12 09:01:58,686.01,Food,Restaurant,Paid for restaurant,Cash
2025-12-23 15:15:20,283.32,Food,Zomato/Swiggy,Burger & Fries,Cash
2026-01-19 08:57:51,60.11,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-24 19:14:26,41.09,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-13 16:06:40,2017.7,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2026-06-06 15:37:05,218.1,Food,Zomato/Swiggy,Biryani order,Credit Card
2025-11-13 13:21:47,424.11,Food,Zomato/Swiggy,Biryani order,Cash
2025-10-19 17:39:04,758.44,Entertainment,Weekend Outing,Paid for weekend outing,Debit Card
2026-04-27 11:41:49,1819.36,Education,Online Course,Paid for online course,UPI
2025-10-14 18:04:50,424.3,Food,Restaurant,Paid for restaurant,UPI
2026-06-23 19:50:48,57.56,Food,Groceries,Paid for groceries,Cash
2026-02-05 23:24:37,69.42,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-04-25 22:12:11,638.09,Food,Restaurant,Paid for restaurant,Cash
2025-12-06 14:52:12,1971.55,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-02-23 15:16:04,10090.58,Shopping,Electronics,Paid for electronics,Debit Card
2026-02-28 11:49:50,137.5,Medical,Pharmacy,Paid for pharmacy,UPI
2026-01-02 18:30:45,799.0,Food,Restaurant,Paid for restaurant,Debit Card
2026-03-09 13:05:41,2482.98,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2025-12-12 21:41:49,291.61,Food,Zomato/Swiggy,Late night dessert,Cash
2026-04-22 13:23:37,362.02,Education,Reference Books,Paid for reference books,Credit Card
2025-11-03 14:29:51,441.09,Food,Zomato/Swiggy,Burger & Fries,Cash
2025-07-24 13:32:53,213.58,Education,Reference Books,Paid for reference books,UPI
2026-02-22 09:43:00,323.95,Food,Zomato/Swiggy,Biryani order,UPI
2025-12-19 11:25:53,318.02,Entertainment,Gaming Parlor,Paid for gaming parlor,Cash
2026-04-10 18:54:54,768.97,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Cash
2026-05-04 17:39:23,91.18,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-05-10 18:19:42,14005.85,Shopping,Electronics,Paid for electronics,Debit Card
2026-04-03 09:09:31,3626.21,Education,Online Course,Paid for online course,Debit Card
2026-04-09 19:25:33,1289.3,Shopping,Footwear,Paid for footwear,UPI
2026-04-09 17:02:50,23.97,Snacks,Tea/Coffee,Chai at tapri,Cash
2026-06-26 10:44:11,185.08,Food,Groceries,Paid for groceries,UPI
2026-06-22 16:43:30,1430.8,Shopping,Clothes,Paid for clothes,UPI
2026-04-07 15:27:16,207.13,Food,Groceries,Paid for groceries,UPI
2025-10-20 14:54:02,78.87,Food,Groceries,Paid for groceries,UPI
2026-01-11 23:16:58,80.49,Other,Miscellaneous,Paid for miscellaneous,UPI
2026-05-02 22:28:06,367.6,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-03-08 18:38:12,36.51,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-03-26 08:27:32,141.37,Food,Groceries,Paid for groceries,UPI
2026-02-07 18:15:26,149,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-02-18 16:16:51,64.17,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2025-12-09 14:41:58,10821.32,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-26 19:59:01,10.58,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-02-01 19:45:21,586.21,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-01-25 17:18:02,5824.36,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-02 14:16:51,388.03,Travel,Uber/Ola Cab,Paid for uber/ola cab,Debit Card
2025-11-28 09:28:08,76.35,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-05-19 10:05:14,685.39,Food,Restaurant,Paid for restaurant,Credit Card
2025-11-23 08:59:22,499,Recharge,OTT Subscription,Paid for ott subscription,Cash
2026-01-23 08:30:09,958.23,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-02-05 19:54:47,1047.32,Medical,Pharmacy,Paid for pharmacy,UPI
2026-01-16 10:25:49,385.84,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-06-21 15:46:15,5645.03,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-03-19 22:16:36,3361.73,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-01-04 09:09:12,2275.08,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-03-06 10:32:42,7338.02,Shopping,Electronics,Paid for electronics,Debit Card
2025-07-30 10:17:37,311.29,Food,Zomato/Swiggy,Biryani order,UPI
2026-05-28 15:42:36,418.9,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-06-01 10:21:29,299,Recharge,Mobile Data,Paid for mobile data,Debit Card
2025-11-11 16:31:53,181.56,Education,Stationery,Paid for stationery,Credit Card
2026-06-25 20:39:54,1259.14,Shopping,Footwear,Paid for footwear,UPI
2026-01-03 18:44:44,696.46,Food,Restaurant,Paid for restaurant,UPI
2026-06-10 21:54:23,199,Recharge,Mobile Data,Paid for mobile data,UPI
2026-01-31 15:20:04,31.47,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-03-06 22:02:57,3447.36,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-06-19 10:41:59,1440.87,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-03-03 13:19:19,2952.29,Food,Hostel Mess,Paid for hostel mess,Credit Card
2025-11-28 15:46:23,24.77,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-05-27 11:21:43,175.08,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-02-26 14:11:56,1640.63,Shopping,Clothes,Paid for clothes,UPI
2025-11-10 19:24:28,58.89,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-27 18:28:56,500,Medical,Doctor Consultation,Paid for doctor consultation,UPI
2025-12-17 20:24:51,85.22,Food,Groceries,Paid for groceries,UPI
2026-05-09 09:09:28,1079.31,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-01-29 13:03:21,283.3,Food,Zomato/Swiggy,Biryani order,Credit Card
2025-09-29 11:40:14,987.99,Other,Laundry Services,Paid for laundry services,Credit Card
2025-12-13 20:32:23,45.23,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-11-03 20:16:26,5463.11,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-02-10 20:25:21,441.62,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-09-07 10:54:42,2608.36,Shopping,Clothes,Paid for clothes,Debit Card
2026-02-12 08:24:25,60.84,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-02-04 11:43:37,706.87,Food,Restaurant,Paid for restaurant,Cash
2026-06-02 18:53:57,797.55,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-30 17:07:13,318.15,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-05-17 18:45:40,359.47,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-03-30 19:27:22,626.69,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Cash
2025-12-11 22:23:17,275.86,Food,Restaurant,Paid for restaurant,UPI
2026-06-02 22:36:10,497.84,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-12-03 15:53:55,5813.71,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-04-01 13:57:26,6127.11,Shopping,Electronics,Paid for electronics,Debit Card
2026-03-24 14:48:51,586.8,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-06-10 11:38:15,352.71,Entertainment,Gaming Parlor,Paid for gaming parlor,Cash
2025-11-06 12:08:09,4041.58,Education,Online Course,Paid for online course,Debit Card
2026-05-04 18:17:50,1603.82,Education,Exam Registration,Paid for exam registration,Debit Card
2026-05-30 13:53:59,199,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Credit Card
2026-03-06 23:51:55,2400.31,Food,Hostel Mess,Paid for hostel mess,Credit Card
2026-05-22 13:43:19,21.03,Travel,Auto/E-Rickshaw,Auto to college,UPI
2025-11-18 16:16:14,425.99,Other,Hostel Security,Paid for hostel security,UPI
2026-01-19 08:26:47,199,Recharge,Mobile Data,Paid for mobile data,UPI
2026-04-28 21:32:14,68.21,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-12 21:47:53,1013.36,Education,Online Course,Paid for online course,UPI
2025-10-10 21:28:36,54.65,Travel,Metro Fare,Paid for metro fare,UPI
2026-06-18 22:47:45,613.57,Food,Restaurant,Paid for restaurant,UPI
2025-11-05 23:30:46,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2025-10-22 17:38:50,13.14,Travel,Metro Fare,Paid for metro fare,UPI
2026-02-15 18:53:10,2551.9,Shopping,Clothes,Paid for clothes,Debit Card
2025-12-14 13:37:25,9316.89,Shopping,Electronics,Paid for electronics,Credit Card
2026-04-09 10:47:39,478.4,Food,Restaurant,Paid for restaurant,UPI
2025-09-26 16:30:00,3599.01,Shopping,Electronics,Paid for electronics,Credit Card
2026-03-29 21:29:44,33.48,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2026-05-16 13:28:12,37.18,Travel,Metro Fare,Paid for metro fare,Cash
2026-04-29 16:55:20,538.41,Food,Restaurant,Paid for restaurant,UPI
2026-06-20 19:24:37,345.88,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-01-17 08:27:31,24.23,Travel,Metro Fare,Paid for metro fare,UPI
2025-12-25 17:02:38,61.39,Food,Groceries,Paid for groceries,UPI
2025-11-30 17:48:33,246.47,Food,Zomato/Swiggy,Biryani order,Cash
2025-12-26 10:33:02,287.04,Food,Restaurant,Paid for restaurant,UPI
2026-01-09 11:28:52,31.06,Travel,Auto/E-Rickshaw,Auto to college,UPI
2025-11-04 19:36:57,719,Recharge,Mobile Data,Paid for mobile data,UPI
2025-12-01 08:10:30,31.21,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-03-12 13:43:38,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-02-20 18:19:18,54.82,Travel,Auto/E-Rickshaw,Auto to college,UPI
2026-03-19 14:44:50,338.85,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-02-20 21:10:08,2660.15,Shopping,Footwear,Paid for footwear,Debit Card
2026-05-12 20:42:47,344.45,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-06-15 11:23:37,13.17,Travel,Metro Fare,Paid for metro fare,UPI
2026-03-09 12:40:10,360.85,Education,Reference Books,Paid for reference books,UPI
2026-04-24 14:41:06,11485.16,Shopping,Electronics,Paid for electronics,Debit Card
2026-02-05 21:53:52,199,Recharge,Mobile Data,Paid for mobile data,UPI
2026-03-02 09:54:02,573.51,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-01-18 18:59:32,13.94,Travel,Metro Fare,Paid for metro fare,UPI
2026-06-10 11:34:17,5973.01,Travel,Train/Flight Home,Paid for train/flight home,UPI
2025-08-20 14:21:34,112.44,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-02-01 22:26:50,719,Recharge,Mobile Data,Paid for mobile data,UPI
2026-02-11 12:23:51,666,Recharge,Mobile Data,Paid for mobile data,Cash
2026-01-07 19:39:34,352.88,Food,Zomato/Swiggy,Late night dessert,UPI
2026-04-30 16:17:45,521.33,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-01-14 10:43:33,266.55,Food,Zomato/Swiggy,Pizza party,UPI
2025-10-26 12:03:16,6404.61,Shopping,Electronics,Paid for electronics,Credit Card
2026-06-27 17:13:31,124.94,Entertainment,Gaming Parlor,Paid for gaming parlor,Cash
2026-06-04 17:25:32,2082.08,Education,Exam Registration,Paid for exam registration,Credit Card
2025-09-14 22:08:37,61.36,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-04-21 10:51:24,7354.76,Shopping,Electronics,Paid for electronics,Debit Card
2025-11-05 22:24:51,2723.72,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-01-20 19:26:22,553.54,Food,Restaurant,Paid for restaurant,UPI
2025-12-23 18:20:30,54.45,Food,Groceries,Paid for groceries,UPI
2026-05-07 10:00:52,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-06-17 19:59:14,708.49,Shopping,Clothes,Paid for clothes,Cash
2026-06-22 10:59:48,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2025-10-31 20:17:23,17.09,Travel,Metro Fare,Paid for metro fare,UPI
2026-06-09 10:03:16,77.76,Food,Groceries,Paid for groceries,UPI
2026-03-16 11:07:29,248.83,Food,Groceries,Paid for groceries,Credit Card
